Notebook,Vessel,Temperature,Treatment,Plate,Row,Column,Electrophile,Electrophile SMILES,Electrophile Conc (M),Nucleophile,Nucleophile SMILES,Nucleophile Conc (M),Product,Product SMILES,Catalyst1,Catalyst1 SMILES,Catalyst1 Conc (M),Ligand1,Ligand1 SMILES,Ligand1 Conc (M),Ligand2,Ligand2 SMILES,Ligand2 Conc (M),Catalyst2,Catalyst2 SMILES,Catalyst2 Conc (M),BaseAcid,BaseAcid SMILES,BaseAcid Conc (M),ReductantOxidant,ReductantOxidant SMILES,ReductantOxidant Conc (M),Additive,Additive SMILES,Additive Conc (M),Solvent1,Solvent1 percentage,Solvent2,Solvent2 percentage,Analytical Method,index_waters,Output Value
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,G,4,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,G4,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-DIMETHYL-2,2'-BIPYRIDINE, 98%",Cc1ccc(nc1)c2ccc(C)cn2,0.02,None,None,None,No Catalyst2,C,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,G4,0
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,G,5,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,G5,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-DIMETHYL-2,2'-BIPYRIDINE, 98%",Cc1ccc(nc1)c2ccc(C)cn2,0.02,None,None,None,"ZINC CHLORIDE, 98+%, ANHYDROUS, REAGENT GRADE",[Cl-].[Cl-].[Zn++],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,G5,0.485262785
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,G,6,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,G6,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-DIMETHYL-2,2'-BIPYRIDINE, 98%",Cc1ccc(nc1)c2ccc(C)cn2,0.02,None,None,None,"IRON(III) CHLORIDE, 97%",[Cl-].[Cl-].[Cl-].[Fe+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,G6,0.062868425
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,G,7,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,G7,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-DIMETHYL-2,2'-BIPYRIDINE, 98%",Cc1ccc(nc1)c2ccc(C)cn2,0.02,None,None,None,"BISMUTH(III) CHLORIDE, 98+%, REAGENT",[Cl-].[Cl-].[Cl-].[Bi+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,G7,0.128525162
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,G,8,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,G8,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-DIMETHYL-2,2'-BIPYRIDINE, 98%",Cc1ccc(nc1)c2ccc(C)cn2,0.02,None,None,None,"TITANIUM(IV) ISOPROPOXIDE, 97%",[Ti+4].CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,G8,0
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,G,9,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,G9,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-DIMETHYL-2,2'-BIPYRIDINE, 98%",Cc1ccc(nc1)c2ccc(C)cn2,0.02,None,None,None,"ALUMINUM CHLORIDE, ANHYDROUS, GRANULAR, 99%",[Al+3].[Cl-].[Cl-].[Cl-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,G9,0.543377092
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,G,10,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,G10,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-DIMETHYL-2,2'-BIPYRIDINE, 98%",Cc1ccc(nc1)c2ccc(C)cn2,0.02,None,None,None,"Gallium(III) chloride, 99.99+%",Cl[Ga](Cl)Cl,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,G10,0.381195868
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,G,11,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,G11,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-DIMETHYL-2,2'-BIPYRIDINE, 98%",Cc1ccc(nc1)c2ccc(C)cn2,0.02,None,None,None,COPPER(II) BROMIDE,[Cu++].[Br-].[Br-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,G11,0.204722657
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,G,12,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,G12,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-DIMETHYL-2,2'-BIPYRIDINE, 98%",Cc1ccc(nc1)c2ccc(C)cn2,0.02,None,None,None,RUTHENIUM(III) CHLORIDE,[Cl-].[Cl-].[Cl-].[Ru+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,G12,0.278016692
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,H,1,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,H1,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"1,10-PHENANTHROLINE, 99+%",c1cnc2c(c1)ccc3cccnc23,0.02,None,None,None,"CALCIUM CHLORIDE ANHYDROUS, 96.0+%, POWDER",[Cl-].[Cl-].[Ca++],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,H1,0.488602735
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,H,2,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,H2,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"1,10-PHENANTHROLINE, 99+%",c1cnc2c(c1)ccc3cccnc23,0.02,None,None,None,"PALLADIUM(II) CHLORIDE, 99%, REAGENTPLUS",Cl[Pd]Cl,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,H2,0.219362727
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,H,3,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,H3,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"1,10-PHENANTHROLINE, 99+%",c1cnc2c(c1)ccc3cccnc23,0.02,None,None,None,MgCl2,[Mg+2].[Cl-].[Cl-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,H3,0.148621523
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,H,4,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,H4,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"1,10-PHENANTHROLINE, 99+%",c1cnc2c(c1)ccc3cccnc23,0.02,None,None,None,No Catalyst2,C,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,H4,0
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,H,5,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,H5,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"1,10-PHENANTHROLINE, 99+%",c1cnc2c(c1)ccc3cccnc23,0.02,None,None,None,"ZINC CHLORIDE, 98+%, ANHYDROUS, REAGENT GRADE",[Cl-].[Cl-].[Zn++],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,H5,0.51878004
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,H,6,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,H6,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"1,10-PHENANTHROLINE, 99+%",c1cnc2c(c1)ccc3cccnc23,0.02,None,None,None,"IRON(III) CHLORIDE, 97%",[Cl-].[Cl-].[Cl-].[Fe+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,H6,0.04696731
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,H,7,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,H7,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"1,10-PHENANTHROLINE, 99+%",c1cnc2c(c1)ccc3cccnc23,0.02,None,None,None,"BISMUTH(III) CHLORIDE, 98+%, REAGENT",[Cl-].[Cl-].[Cl-].[Bi+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,H7,0.059889449
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,H,8,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,H8,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"1,10-PHENANTHROLINE, 99+%",c1cnc2c(c1)ccc3cccnc23,0.02,None,None,None,"TITANIUM(IV) ISOPROPOXIDE, 97%",[Ti+4].CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,H8,0.048635099
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,H,9,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,H9,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"1,10-PHENANTHROLINE, 99+%",c1cnc2c(c1)ccc3cccnc23,0.02,None,None,None,"ALUMINUM CHLORIDE, ANHYDROUS, GRANULAR, 99%",[Al+3].[Cl-].[Cl-].[Cl-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,H9,0.475132494
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,H,10,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,H10,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"1,10-PHENANTHROLINE, 99+%",c1cnc2c(c1)ccc3cccnc23,0.02,None,None,None,"Gallium(III) chloride, 99.99+%",Cl[Ga](Cl)Cl,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,H10,0.389683391
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,H,11,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,H11,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"1,10-PHENANTHROLINE, 99+%",c1cnc2c(c1)ccc3cccnc23,0.02,None,None,None,COPPER(II) BROMIDE,[Cu++].[Br-].[Br-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,H11,0.25667691
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,H,12,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,H12,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"1,10-PHENANTHROLINE, 99+%",c1cnc2c(c1)ccc3cccnc23,0.02,None,None,None,RUTHENIUM(III) CHLORIDE,[Cl-].[Cl-].[Cl-].[Ru+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,H12,0.347281665
